time, AIRS3STD_7_0_RelHum_A
2021-03-31,-9999.0
2021-04-01,-9999.0
2021-04-02,-9999.0
2021-04-03,60.0
2021-04-04,69.5
2021-04-05,49.5
2021-04-06,-9999.0
2021-04-07,-9999.0
2021-04-08,67.5
2021-04-09,-9999.0
2021-04-10,-9999.0
2021-04-11,-9999.0
2021-04-12,-9999.0
2021-04-13,62.75
2021-04-14,64.5
2021-04-15,-9999.0
2021-04-16,-9999.0
2021-04-17,-9999.0
2021-04-18,-9999.0
2021-04-19,-9999.0
2021-04-20,-9999.0
2021-04-21,-9999.0
2021-04-22,75.5
2021-04-23,-9999.0
2021-04-24,74.0
2021-04-25,-9999.0
2021-04-26,-9999.0
2021-04-27,-9999.0
2021-04-28,-9999.0
2021-04-29,-9999.0
2021-04-30,-9999.0
2021-05-01,59.5
2021-05-02,-9999.0
2021-05-03,-9999.0
2021-05-04,-9999.0
2021-05-05,-9999.0
2021-05-06,-9999.0
2021-05-07,-9999.0
2021-05-08,-9999.0
2021-05-09,-9999.0
2021-05-10,72.0
2021-05-11,-9999.0
2021-05-12,-9999.0
2021-05-13,-9999.0
2021-05-14,-9999.0
2021-05-15,-9999.0
2021-05-16,-9999.0
2021-05-17,-9999.0
2021-05-18,-9999.0
2021-05-19,59.5
2021-05-20,-9999.0
2021-05-21,-9999.0
2021-05-22,-9999.0
2021-05-23,-9999.0
2021-05-24,43.0
2021-05-25,-9999.0
2021-05-26,-9999.0
2021-05-27,-9999.0
2021-05-28,-9999.0
2021-05-29,-9999.0
2021-05-30,-9999.0
2021-05-31,-9999.0
2021-06-01,-9999.0
2021-06-02,-9999.0
2021-06-03,-9999.0
2021-06-04,79.5
2021-06-05,-9999.0
2021-06-06,-9999.0
2021-06-07,-9999.0
2021-06-08,-9999.0
2021-06-09,84.5
2021-06-10,-9999.0
2021-06-11,84.0
2021-06-12,-9999.0
2021-06-13,-9999.0
2021-06-14,-9999.0
2021-06-15,-9999.0
2021-06-16,-9999.0
2021-06-17,-9999.0
2021-06-18,-9999.0
2021-06-19,-9999.0
2021-06-20,-9999.0
2021-06-21,-9999.0
2021-06-22,-9999.0
2021-06-23,-9999.0
2021-06-24,-9999.0
2021-06-25,-9999.0
2021-06-26,-9999.0
2021-06-27,-9999.0
2021-06-28,-9999.0
2021-06-29,-9999.0
2021-06-30,-9999.0
2021-07-01,-9999.0
2021-07-02,-9999.0
2021-07-03,-9999.0
2021-07-04,-9999.0
2021-07-05,-9999.0
2021-07-06,92.5
2021-07-07,-9999.0
2021-07-08,85.0
2021-07-09,-9999.0
2021-07-10,-9999.0
2021-07-11,-9999.0
2021-07-12,-9999.0
2021-07-13,91.0
2021-07-14,-9999.0
2021-07-15,-9999.0
2021-07-16,-9999.0
2021-07-17,-9999.0
2021-07-18,67.5
2021-07-19,67.0
2021-07-20,-9999.0
2021-07-21,62.5
2021-07-22,75.0
2021-07-23,67.0
2021-07-24,-9999.0
2021-07-25,-9999.0
2021-07-26,-9999.0
2021-07-27,-9999.0
2021-07-28,-9999.0
2021-07-29,-9999.0
2021-07-30,69.5
2021-07-31,79.0
2021-08-01,-9999.0
2021-08-02,61.5
2021-08-03,73.5
2021-08-04,-9999.0
2021-08-05,76.5
2021-08-06,60.5
2021-08-07,74.5
2021-08-08,-9999.0
2021-08-09,79.5
2021-08-10,88.5
2021-08-11,77.5
2021-08-12,-9999.0
2021-08-13,-9999.0
2021-08-14,74.0
2021-08-15,60.75
2021-08-16,74.5
2021-08-17,92.0
2021-08-18,-9999.0
2021-08-19,77.0
2021-08-20,74.5
2021-08-21,90.0
2021-08-22,-9999.0
2021-08-23,83.5
2021-08-24,60.5
2021-08-25,72.0
2021-08-26,78.0
2021-08-27,77.5
2021-08-28,80.5
2021-08-29,-9999.0
2021-08-30,-9999.0
2021-08-31,-9999.0
2021-09-01,-9999.0
2021-09-02,-9999.0
2021-09-03,74.0
2021-09-04,75.0
2021-09-05,-9999.0
2021-09-06,-9999.0
2021-09-07,-9999.0
2021-09-08,-9999.0
2021-09-09,-9999.0
2021-09-10,76.5
2021-09-11,85.5
2021-09-12,-9999.0
2021-09-13,79.0
2021-09-14,-9999.0
2021-09-15,-9999.0
2021-09-16,66.0
2021-09-17,81.5
2021-09-18,-9999.0
2021-09-19,58.25
2021-09-20,68.0
2021-09-21,-9999.0
2021-09-22,-9999.0
2021-09-23,-9999.0
2021-09-24,80.0
2021-09-25,-9999.0
2021-09-26,72.5
2021-09-27,-9999.0
2021-09-28,-9999.0
2021-09-29,72.0
2021-09-30,-9999.0
2021-10-01,72.0
2021-10-02,82.5
2021-10-03,-9999.0
2021-10-04,85.0
2021-10-05,93.5
2021-10-06,92.0
2021-10-07,-9999.0
2021-10-08,72.5
2021-10-09,-9999.0
2021-10-10,84.0
2021-10-11,70.0
2021-10-12,76.5
2021-10-13,-9999.0
2021-10-14,86.5
2021-10-15,-9999.0
2021-10-16,-9999.0
2021-10-17,-9999.0
2021-10-18,-9999.0
2021-10-19,75.0
2021-10-20,72.5
2021-10-21,-9999.0
2021-10-22,-9999.0
2021-10-23,-9999.0
2021-10-24,80.0
2021-10-25,-9999.0
2021-10-26,-9999.0
2021-10-27,81.5
2021-10-28,88.5
2021-10-29,-9999.0
2021-10-30,-9999.0
2021-10-31,-9999.0
2021-11-01,-9999.0
2021-11-02,88.0
2021-11-03,77.0
2021-11-04,77.0
2021-11-05,-9999.0
2021-11-06,79.5
2021-11-07,-9999.0
2021-11-08,78.5
2021-11-09,88.0
2021-11-10,-9999.0
2021-11-11,87.5
2021-11-12,-9999.0
2021-11-13,-9999.0
2021-11-14,-9999.0
2021-11-15,-9999.0
2021-11-16,-9999.0
2021-11-17,-9999.0
2021-11-18,-9999.0
2021-11-19,-9999.0
2021-11-20,95.5
2021-11-21,-9999.0
2021-11-22,-9999.0
2021-11-23,67.0
2021-11-24,91.5
2021-11-25,64.5
2021-11-26,-9999.0
2021-11-27,-9999.0
2021-11-28,-9999.0
2021-11-29,58.5
2021-11-30,-9999.0
2021-12-01,-9999.0
2021-12-02,-9999.0
2021-12-03,-9999.0
2021-12-04,-9999.0
2021-12-05,95.0
2021-12-06,-9999.0
2021-12-07,-9999.0
2021-12-08,-9999.0
2021-12-09,79.5
2021-12-10,-9999.0
2021-12-11,-9999.0
2021-12-12,62.25
2021-12-13,65.0
2021-12-14,-9999.0
2021-12-15,-9999.0
2021-12-16,-9999.0
2021-12-17,-9999.0
2021-12-18,-9999.0
2021-12-19,-9999.0
2021-12-20,84.0
2021-12-21,71.5
2021-12-22,-9999.0
2021-12-23,73.5
2021-12-24,-9999.0
2021-12-25,-9999.0
2021-12-26,-9999.0
2021-12-27,-9999.0
2021-12-28,-9999.0
2021-12-29,-9999.0
2021-12-30,-9999.0
2021-12-31,-9999.0
2022-01-01,-9999.0
2022-01-02,-9999.0
2022-01-03,78.5
2022-01-04,-9999.0
2022-01-05,-9999.0
2022-01-06,-9999.0
2022-01-07,69.5
2022-01-08,84.5
2022-01-09,-9999.0
2022-01-10,-9999.0
2022-01-11,56.75
2022-01-12,-9999.0
2022-01-13,-9999.0
2022-01-14,51.5
2022-01-15,92.5
2022-01-16,-9999.0
2022-01-17,-9999.0
2022-01-18,98.0
2022-01-19,-9999.0
2022-01-20,-9999.0
2022-01-21,71.5
2022-01-22,33.25
2022-01-23,73.0
2022-01-24,-9999.0
2022-01-25,82.5
2022-01-26,63.5
2022-01-27,91.5
2022-01-28,61.5
2022-01-29,-9999.0
2022-01-30,49.5
2022-01-31,55.25
2022-02-01,80.5
2022-02-02,78.0
2022-02-03,-9999.0
2022-02-04,94.5
2022-02-05,-9999.0
2022-02-06,93.0
2022-02-07,-9999.0
2022-02-08,-9999.0
2022-02-09,-9999.0
2022-02-10,-9999.0
2022-02-11,-9999.0
2022-02-12,-9999.0
2022-02-13,72.0
2022-02-14,-9999.0
2022-02-15,63.5
2022-02-16,90.0
2022-02-17,-9999.0
2022-02-18,-9999.0
2022-02-19,-9999.0
2022-02-20,98.0
2022-02-21,-9999.0
2022-02-22,-9999.0
2022-02-23,-9999.0
2022-02-24,83.5
2022-02-25,-9999.0
2022-02-26,78.0
2022-02-27,-9999.0
2022-02-28,-9999.0
2022-03-01,-9999.0
2022-03-02,62.5
2022-03-03,75.0
2022-03-04,79.0
2022-03-05,-9999.0
2022-03-06,-9999.0
2022-03-07,-9999.0
2022-03-08,60.75
2022-03-09,-9999.0
2022-03-10,63.75
2022-03-11,79.0
2022-03-12,-9999.0
2022-03-13,79.5
2022-03-14,67.5
2022-03-15,-9999.0
2022-03-16,80.5
2022-03-17,85.0
2022-03-18,80.5
2022-03-19,-9999.0
2022-03-20,-9999.0
2022-03-21,-9999.0
2022-03-22,50.0
2022-03-23,-9999.0
2022-03-24,-9999.0
2022-03-25,-9999.0
2022-03-26,-9999.0
2022-03-27,-9999.0
2022-03-28,61.5
2022-03-29,65.5
2022-03-30,-9999.0
2022-03-31,-9999.0
2022-04-13,-9999.0
2022-04-14,-9999.0
2022-04-15,-9999.0
2022-04-16,79.5
2022-04-17,-9999.0
2022-04-18,-9999.0
2022-04-19,-9999.0
2022-04-20,58.25
2022-04-21,-9999.0
2022-04-22,-9999.0
2022-04-23,-9999.0
2022-04-24,-9999.0
2022-04-25,-9999.0
2022-04-26,-9999.0
2022-04-27,73.5
2022-04-28,48.25
2022-04-29,-9999.0
2022-04-30,-9999.0
2022-05-01,-9999.0
2022-05-02,-9999.0
2022-05-03,-9999.0
2022-05-04,-9999.0
2022-05-05,-9999.0
2022-05-06,-9999.0
2022-05-07,-9999.0
2022-05-08,34.0
2022-05-09,25.375
2022-05-10,-9999.0
2022-05-11,-9999.0
2022-05-12,-9999.0
2022-05-13,53.75
2022-05-14,75.5
2022-05-15,-9999.0
2022-05-16,-9999.0
2022-05-17,-9999.0
2022-05-18,74.5
2022-05-19,-9999.0
2022-05-20,-9999.0
2022-05-21,-9999.0
2022-05-22,-9999.0
2022-05-23,84.5
2022-05-24,-9999.0
2022-05-25,-9999.0
2022-05-26,-9999.0
2022-05-27,-9999.0
2022-05-28,-9999.0
2022-05-29,-9999.0
2022-05-30,-9999.0
2022-05-31,-9999.0
2022-06-01,-9999.0
2022-06-02,-9999.0
2022-06-03,-9999.0
2022-06-04,-9999.0
2022-06-05,-9999.0
2022-06-06,-9999.0
2022-06-07,-9999.0
2022-06-08,-9999.0
2022-06-09,-9999.0
2022-06-10,83.0
2022-06-11,78.5
2022-06-12,-9999.0
2022-06-13,-9999.0
2022-06-14,68.0
2022-06-15,-9999.0
2022-06-16,-9999.0
2022-06-17,-9999.0
2022-06-18,-9999.0
2022-06-19,-9999.0
2022-06-20,62.0
2022-06-21,-9999.0
2022-06-22,84.5
2022-06-23,-9999.0
2022-06-24,-9999.0
2022-06-25,45.0
2022-06-26,-9999.0
2022-06-27,-9999.0
2022-06-28,77.0
2022-06-29,-9999.0
2022-06-30,-9999.0
2022-07-01,-9999.0
2022-07-02,-9999.0
2022-07-03,73.0
2022-07-04,-9999.0
2022-07-05,-9999.0
2022-07-06,-9999.0
2022-07-07,68.5
2022-07-08,-9999.0
2022-07-09,-9999.0
2022-07-10,56.75
2022-07-11,-9999.0
2022-07-12,-9999.0
2022-07-13,-9999.0
2022-07-14,69.0
2022-07-15,-9999.0
2022-07-16,65.0
2022-07-17,73.5
2022-07-18,-9999.0
2022-07-19,-9999.0
2022-07-20,-9999.0
2022-07-21,-9999.0
2022-07-22,72.5
2022-07-23,-9999.0
2022-07-24,-9999.0
2022-07-25,-9999.0
2022-07-26,77.5
2022-07-27,-9999.0
2022-07-28,-9999.0
2022-07-29,-9999.0
2022-07-30,-9999.0
2022-07-31,77.0
2022-08-01,-9999.0
2022-08-02,88.5
2022-08-03,-9999.0
2022-08-04,86.5
2022-08-05,81.5
2022-08-06,81.5
2022-08-07,75.5
2022-08-08,-9999.0
2022-08-09,-9999.0
2022-08-10,77.0
2022-08-11,89.0
2022-08-12,-9999.0
2022-08-13,57.75
2022-08-14,69.0
2022-08-15,64.5
2022-08-16,59.0
2022-08-17,-9999.0
2022-08-18,83.0
2022-08-19,-9999.0
2022-08-20,66.0
2022-08-21,72.0
2022-08-22,-9999.0
2022-08-23,-9999.0
2022-08-24,64.5
2022-08-25,79.5
2022-08-26,-9999.0
2022-08-27,59.5
2022-08-28,73.0
2022-08-29,83.0
2022-08-30,-9999.0
2022-08-31,-9999.0
2022-09-01,78.5
2022-09-02,73.5
2022-09-03,69.5
2022-09-04,80.0
2022-09-05,-9999.0
2022-09-06,86.0
2022-09-07,89.0
2022-09-08,83.0
2022-09-09,62.5
2022-09-10,74.0
2022-09-11,-9999.0
2022-09-12,-9999.0
2022-09-13,-9999.0
2022-09-14,87.0
2022-09-15,58.0
2022-09-16,-9999.0
2022-09-17,76.5
2022-09-18,-9999.0
2022-09-19,-9999.0
2022-09-20,-9999.0
2022-09-21,-9999.0
2022-09-22,-9999.0
2022-09-23,65.0
2022-09-24,76.5
2022-09-25,-9999.0
2022-09-26,-9999.0
2022-09-27,-9999.0
2022-09-28,91.5
2022-09-29,60.75
2022-09-30,72.0
2022-10-01,56.75
2022-10-02,74.0
2022-10-03,59.5
2022-10-04,-9999.0
2022-10-05,75.5
2022-10-06,-9999.0
2022-10-07,-9999.0
2022-10-08,-9999.0
2022-10-09,68.5
2022-10-10,71.5
2022-10-11,68.0
2022-10-12,-9999.0
2022-10-13,-9999.0
2022-10-14,70.0
2022-10-15,-9999.0
2022-10-16,75.5
2022-10-17,-9999.0
2022-10-18,-9999.0
2022-10-19,-9999.0
2022-10-20,-9999.0
2022-10-21,73.0
2022-10-22,-9999.0
2022-10-23,68.5
2022-10-24,91.0
2022-10-25,-9999.0
2022-10-26,-9999.0
2022-10-27,71.0
2022-10-28,57.25
2022-10-29,80.5
2022-10-30,-9999.0
2022-10-31,89.0
2022-11-01,-9999.0
2022-11-02,68.0
2022-11-03,-9999.0
2022-11-04,71.5
2022-11-05,-9999.0
2022-11-06,81.5
2022-11-07,-9999.0
2022-11-08,72.0
2022-11-09,69.5
2022-11-10,-9999.0
2022-11-11,-9999.0
2022-11-12,-9999.0
2022-11-13,-9999.0
2022-11-14,66.0
2022-11-15,-9999.0
2022-11-16,-9999.0
2022-11-17,-9999.0
2022-11-18,92.5
2022-11-19,76.0
2022-11-20,55.75
2022-11-21,66.0
2022-11-22,83.5
2022-11-23,-9999.0
2022-11-24,82.5
2022-11-25,90.0
2022-11-26,-9999.0
2022-11-27,-9999.0
2022-11-28,-9999.0
2022-11-29,-9999.0
2022-11-30,-9999.0
2022-12-01,-9999.0
2022-12-02,74.5
2022-12-03,-9999.0
2022-12-04,93.5
2022-12-05,-9999.0
2022-12-06,-9999.0
2022-12-07,-9999.0
2022-12-08,-9999.0
2022-12-09,81.0
2022-12-10,-9999.0
2022-12-11,-9999.0
2022-12-12,81.0
2022-12-13,89.0
2022-12-14,97.5
2022-12-15,-9999.0
2022-12-16,-9999.0
2022-12-17,-9999.0
2022-12-18,-9999.0
2022-12-19,-9999.0
2022-12-20,86.5
2022-12-21,-9999.0
2022-12-22,-9999.0
2022-12-23,-9999.0
2022-12-24,-9999.0
2022-12-25,-9999.0
2022-12-26,-9999.0
2022-12-27,91.0
2022-12-28,-9999.0
2022-12-29,90.0
2022-12-30,98.5
2022-12-31,-9999.0
2023-01-01,-9999.0
2023-01-02,-9999.0
2023-01-03,-9999.0
2023-01-04,-9999.0
2023-01-05,69.0
2023-01-06,-9999.0
2023-01-07,75.0
2023-01-08,-9999.0
2023-01-09,-9999.0
2023-01-10,56.25
2023-01-11,-9999.0
2023-01-12,-9999.0
2023-01-13,-9999.0
2023-01-14,-9999.0
2023-01-15,99.5
2023-01-16,-9999.0
2023-01-17,-9999.0
2023-01-18,-9999.0
2023-01-19,-9999.0
2023-01-20,-9999.0
2023-01-21,-9999.0
2023-01-22,-9999.0
2023-01-23,-9999.0
2023-01-24,-9999.0
2023-01-25,-9999.0
2023-01-26,-9999.0
2023-01-27,-9999.0
2023-01-28,54.5
2023-01-29,94.0
2023-01-30,-9999.0
2023-01-31,68.0
2023-02-01,-9999.0
2023-02-02,-9999.0
2023-02-03,-9999.0
2023-02-04,-9999.0
2023-02-05,-9999.0
2023-02-06,-9999.0
2023-02-07,-9999.0
2023-02-08,-9999.0
2023-02-09,-9999.0
2023-02-10,-9999.0
2023-02-11,88.0
2023-02-12,72.5
2023-02-13,-9999.0
2023-02-14,72.5
2023-02-15,-9999.0
2023-02-16,-9999.0
2023-02-17,-9999.0
2023-02-18,64.5
2023-02-19,85.0
2023-02-20,-9999.0
2023-02-21,-9999.0
2023-02-22,-9999.0
2023-02-23,-9999.0
2023-02-24,86.0
2023-02-25,98.5
2023-02-26,-9999.0
2023-02-27,67.5
2023-02-28,-9999.0
2023-03-01,-9999.0
2023-03-02,-9999.0
2023-03-03,-9999.0
2023-03-04,-9999.0
2023-03-05,92.5
2023-03-06,67.0
2023-03-07,76.0
2023-03-08,-9999.0
2023-03-09,89.0
2023-03-10,-9999.0
2023-03-11,72.0
